post,comment
$EMTK invest udh setahun longsor 400 point cuma dapat dividen Rp 4 perak doang. Udh gitu RUPS gak ada disuguhin makan minum datang jauh2 smpe kehausan nungguin RUPSnya. 🙃 🙃 😰,tambah lagi om.
$EMTK invest udh setahun longsor 400 point cuma dapat dividen Rp 4 perak doang. Udh gitu RUPS gak ada disuguhin makan minum datang jauh2 smpe kehausan nungguin RUPSnya. 🙃 🙃 😰,mayan girang dong bro @Jackbas dividen 4 perak plus tumbler harga 30 rebu 😉 😋
$EMTK invest udh setahun longsor 400 point cuma dapat dividen Rp 4 perak doang. Udh gitu RUPS gak ada disuguhin makan minum datang jauh2 smpe kehausan nungguin RUPSnya. 🙃 🙃 😰,iya tambler nya lumayan buat ngilangin stress di isi johny walker. Jadi rasanya EMTK = Enak Makan Taikk Kucing
$EMTK invest udh setahun longsor 400 point cuma dapat dividen Rp 4 perak doang. Udh gitu RUPS gak ada disuguhin makan minum datang jauh2 smpe kehausan nungguin RUPSnya. 🙃 🙃 😰,avg 800
"DIVIDEN HUNTER

$BRAM
Cumdate: 21Juni 2024 > Rp200/lembar
RSGK
Cumdate: 21 Juni 2024 > Rp11/lembar
$SCCO
Cumdate: 21 Juni 2024 > Rp75/lembar
$EMTK
Cumdate: 24 Juni 2024 > Rp4/lembar
$IPCM
Cumdate: 24 Juni 2024 > Rp18.61/lembar
$SHIP
Cumdate: 24 Juni 2024 > Rp20/lembar",EMTK cuma Rp 4/lembar
$EMTK apalah kmren udh serok di 382 hadehh,"kemarin udah oversold pdhal, kenapa hari ini terguling lagi ahh🥴"
$EMTK ini masih bisa buat jangka panjang gk ya....udah jatuh dalem banget 😭,avd brpa om?
$EMTK ini masih bisa buat jangka panjang gk ya....udah jatuh dalem banget 😭,lah 20%
$EMTK ini masih bisa buat jangka panjang gk ya....udah jatuh dalem banget 😭," santuy aja bang, emttk secara keuangan juga sehat, kas gede utang kecil, hanya maslh waktu aja sampe di naikin bandar.."
$EMTK ini masih bisa buat jangka panjang gk ya....udah jatuh dalem banget 😭,"sabar aja bro... ane -29% anteng2 aja... tapi gk cutloss... cuekin aja, prospek jangka panjang wkwk * sambil nenangin diri sndiri padahal khawatir juga wkwk "
"
$EMTK gila saham gorengan sampah ini terlalu banget , diragukan apakah ini saham milik grup sctv dkk atau cuma numpang nama ..... ini gila nih saham",jangan beli
"$EMTK saya masih sangat optimis kalau perusahaan akan mencetak laba konsisten dan membagikan dividend besar suatu hari nanti.

Update belanja hari ini $BBRI $BTPS $LSIP","Yoiii, mungutin dr sekarang, 440 an lepas wkwk 🤭"
"$EMTK saya masih sangat optimis kalau perusahaan akan mencetak laba konsisten dan membagikan dividend besar suatu hari nanti.

Update belanja hari ini $BBRI $BTPS $LSIP","Mbah yang satu ini memang senang sekali mencari saham yang buat tidur kurang nyaman seperti $LSIP, padahal ada $SMSM loh yang buat tidur selalu nyenyak."
"$EMTK saya masih sangat optimis kalau perusahaan akan mencetak laba konsisten dan membagikan dividend besar suatu hari nanti.

Update belanja hari ini $BBRI $BTPS $LSIP"," justru tidur saya semakin nyaman bersama $LSIP, jauh dari bangkrut, undervalue, cash rich dan dividend tinggi.

Dari semua saham yang ada di porto, yang kurang nyaman bikin saya tidur hanya $BBRI"
"$EMTK saya masih sangat optimis kalau perusahaan akan mencetak laba konsisten dan membagikan dividend besar suatu hari nanti.

Update belanja hari ini $BBRI $BTPS $LSIP","EMTK secara PBV udh enak
cuman ga enak di PER nya wakk, masih tinggi…"
"$EMTK saya masih sangat optimis kalau perusahaan akan mencetak laba konsisten dan membagikan dividend besar suatu hari nanti.

Update belanja hari ini $BBRI $BTPS $LSIP","Masuk nya udh banyak berarti, pembuktian fear nya nti di Q2,

apakah Fear nya ada isi nya atau hanya fear kosong"
"$EMTK saya masih sangat optimis kalau perusahaan akan mencetak laba konsisten dan membagikan dividend besar suatu hari nanti.

Update belanja hari ini $BBRI $BTPS $LSIP","emtk masih terus berkembang dan berinvestasi, PER-nya saya yakin membaik di tahun2 mendatang."
"$EMTK saya masih sangat optimis kalau perusahaan akan mencetak laba konsisten dan membagikan dividend besar suatu hari nanti.

Update belanja hari ini $BBRI $BTPS $LSIP",kalo profit bisa stabil aja harus nya membaik wak…
$EMTK mantul kah? coba coba mancing di 356. Jebol 350 out…, mantul beneran. Hehehe
$EMTK mantul kah? coba coba mancing di 356. Jebol 350 out…, ikutan mancing di 360 ngga dikasih” pak😂
"kalau $GOTO punya gopay & bank jago $ARTO, maka GRAB punya OVO & superbank dari grup $EMTK $IHSG",) ekosistem emtek lebih daripada itu... q2 kapan ya kira kira keluar mau dikonsolidasikan punya $CASS ke $EMTK to harga bawah pula 🫨
"kalau $GOTO punya gopay & bank jago $ARTO, maka GRAB punya OVO & superbank dari grup $EMTK $IHSG",") superbank masih mentah, gk dpt kartu debit, gk bisa qris, tidak selengkap bank jago"
"Kayaknya berita ini yang bikin $EMTK ngacir hari ini

Random tag
$BBRI $BREN $GOTO $ASII"," @risky666 kayaknya bukan, emtk ngacir karena para pengikut ajaran @Elite kemarin sudah pada cut loss daripada takut karena resiko avg down terus sampai selamanya, mereka mungkin takut $EMTK bernasib kayak $GOTO ke 50 kalo jebol 350."
"$ASII $INDF $TLKM $ICBP kenceng nih 2 hari terakhir

yg agak lesu si bapak $BBRI, artinya dikasi kesempatan lagi nih untuk nyerok.",om wen yg bikin kenceng apa ya?
"Emiten yang kuat di tengah badai IHSG hari ini :

$BJTM $SMGR $ICBP SMDR $MTWI

$SMDR susah banget dapat cuk, IHSG Drop tetap strong 😳",view nya masih sama kah om smdr klo jebol 290?
"Emiten yang kuat di tengah badai IHSG hari ini :

$BJTM $SMGR $ICBP SMDR $MTWI

$SMDR susah banget dapat cuk, IHSG Drop tetap strong 😳",MDKA baklan Ancur ga sih mas ?
"Emiten yang kuat di tengah badai IHSG hari ini :

$BJTM $SMGR $ICBP SMDR $MTWI

$SMDR susah banget dapat cuk, IHSG Drop tetap strong 😳",mtwi up up
"Seperti yang saya informasikan, beberapa bulan lalu. Baik RUPS $ICBP dan $INDF memerlukan reservasi. Mudah-mudahan dividen baik!", Ini daftr nya jamberapa pak?
"Seperti yang saya informasikan, beberapa bulan lalu. Baik RUPS $ICBP dan $INDF memerlukan reservasi. Mudah-mudahan dividen baik!","iya $UNVR jg pakai link reservasi, tapi kok belum ada konfirmasi apapun padahal berhazil submit?"
"Seperti yang saya informasikan, beberapa bulan lalu. Baik RUPS $ICBP dan $INDF memerlukan reservasi. Mudah-mudahan dividen baik!"," udh bisa diakses dari jam 12 malem kak, kalau saya daftarnya jam set 6 masih dapet"
"Seperti yang saya informasikan, beberapa bulan lalu. Baik RUPS $ICBP dan $INDF memerlukan reservasi. Mudah-mudahan dividen baik!",sebel jam 10 pagi udh full
" Lho? di Agustus 2020 itu berita akuisisi Pinehill oleh ICBP lagi heboh-hebohnya pas pandemi covid.. RUPS tanggal 3 Agustus 2020.

Coba deh browsing di google banyak beritanya. Akuisisi Pinehill senilai US$2,99 Miliar atau setara Rp43,99 Triliun dengan kurs saat itu Rp14.714,- per dolar AS.

Namun akuisisi tersebut didanai dengan pinjaman sindikasi dari Bank of China cabang Hongkong, BNP Paribas, Mizuho Bank cabang Singapore, OCBC dan Sumitomo Mitsui Bank cabang Singapore.

Pinehill Company Ltd sendiri merupakan perusahaan pembuatan mie instan di Arab Saudi, Nigeria, Turki, Mesir, Kenya, Maroko, dan Serbia, dengan menggunakan merk ""Indomie"" berdasarkan perjanjian lisensi dengan $INDF, induk perusahaan $ICBP.

Jadi, ya ibaratnya dulu Salim udah ngeluarin modal buat mendirikan Pinehill, nah pas ICBP dah cuan kotos-kotos, ICBP disuruh bayarin Pinehill tapi valuasinya premium (mahal) dan ya pemegang saham ritel nggak akan bisa berbuat apapun karena pemegang saham mayoritas ICBP masih dipegang INDF. Tentu hasil RUPS saat itu dipastikan kuorum tanpa perlu digelar sekalipun.

ICBP dinikmati saja bayar utang sindikasi banknya.","Oh kongkalikong ya, beli perusahaan sendiri di harga mahal. Kacau sih kalo gitu, di luar kendali kita"
" Lho? di Agustus 2020 itu berita akuisisi Pinehill oleh ICBP lagi heboh-hebohnya pas pandemi covid.. RUPS tanggal 3 Agustus 2020.

Coba deh browsing di google banyak beritanya. Akuisisi Pinehill senilai US$2,99 Miliar atau setara Rp43,99 Triliun dengan kurs saat itu Rp14.714,- per dolar AS.

Namun akuisisi tersebut didanai dengan pinjaman sindikasi dari Bank of China cabang Hongkong, BNP Paribas, Mizuho Bank cabang Singapore, OCBC dan Sumitomo Mitsui Bank cabang Singapore.

Pinehill Company Ltd sendiri merupakan perusahaan pembuatan mie instan di Arab Saudi, Nigeria, Turki, Mesir, Kenya, Maroko, dan Serbia, dengan menggunakan merk ""Indomie"" berdasarkan perjanjian lisensi dengan $INDF, induk perusahaan $ICBP.

Jadi, ya ibaratnya dulu Salim udah ngeluarin modal buat mendirikan Pinehill, nah pas ICBP dah cuan kotos-kotos, ICBP disuruh bayarin Pinehill tapi valuasinya premium (mahal) dan ya pemegang saham ritel nggak akan bisa berbuat apapun karena pemegang saham mayoritas ICBP masih dipegang INDF. Tentu hasil RUPS saat itu dipastikan kuorum tanpa perlu digelar sekalipun.

ICBP dinikmati saja bayar utang sindikasi banknya.","iya simpelnya gitu.

Tapi kalo nanti utang banknya lunas dan laba semakin meningkat, ya toh enak juga kan pemegang sahamnya?"
"ormas keagamaan mulai bisa mengelola bisnis tambang pemerintah
sudah mau lengser pakde , kenapa jadi begini..

selamatkan dulu saham2 bumn yang hancur2an ....

gimana ini nantinya market asing menilai saham2 bumn pertambangan $PTBA $ANTM $TINS $INCO

$TLKM aja yg cuan trlyunan harga sahamnya ancur2an", balas budi kemarin menang pemilu... sudahberhasil memberikan suara NU
"ormas keagamaan mulai bisa mengelola bisnis tambang pemerintah
sudah mau lengser pakde , kenapa jadi begini..

selamatkan dulu saham2 bumn yang hancur2an ....

gimana ini nantinya market asing menilai saham2 bumn pertambangan $PTBA $ANTM $TINS $INCO

$TLKM aja yg cuan trlyunan harga sahamnya ancur2an"," Ayo dong.. anak2 muda kader Muhammadiyah, bisa ambil peluang ini . Halal dan utk umar pastinya ."
"ormas keagamaan mulai bisa mengelola bisnis tambang pemerintah
sudah mau lengser pakde , kenapa jadi begini..

selamatkan dulu saham2 bumn yang hancur2an ....

gimana ini nantinya market asing menilai saham2 bumn pertambangan $PTBA $ANTM $TINS $INCO

$TLKM aja yg cuan trlyunan harga sahamnya ancur2an"," gw seh kuatir nanti harga saham2 pertambangan dicukur market . imbasnya ke saham2 bumn pertambangan pasti bisa kejadian seperti di saham2 bumn karya. ini emiten TBK, gimana ceritanya fundamental laporan keuangan mau lurus...

ya harusnya president baru berani anulir kebijakan ini
ini republic bukan kerajaan.
kebijakan presiden bukan mandat raja.
kalau di setujui DPR , sudahlah meningan ke saham amrik aja walaupun feenya mahal

$ANTM $TINS $PTBA $INCO"
"ormas keagamaan mulai bisa mengelola bisnis tambang pemerintah
sudah mau lengser pakde , kenapa jadi begini..

selamatkan dulu saham2 bumn yang hancur2an ....

gimana ini nantinya market asing menilai saham2 bumn pertambangan $PTBA $ANTM $TINS $INCO

$TLKM aja yg cuan trlyunan harga sahamnya ancur2an",korelasi nya apa iya tambang di pegang ormas
"ormas keagamaan mulai bisa mengelola bisnis tambang pemerintah
sudah mau lengser pakde , kenapa jadi begini..

selamatkan dulu saham2 bumn yang hancur2an ....

gimana ini nantinya market asing menilai saham2 bumn pertambangan $PTBA $ANTM $TINS $INCO

$TLKM aja yg cuan trlyunan harga sahamnya ancur2an","Ngeri kan? Masih aja ada yang muja. Ormasnya jualan agama, kontroversial pula."
"$INCO koreksi-nya keras jg🧐

ada apa ini?

$MBMA $NCKL dkk..",NICKEL Banjir dr Indonesia…
"$INCO koreksi-nya keras jg🧐

ada apa ini?

$MBMA $NCKL dkk..","harga $NICKEL ambrolll bossskuhhhh,, Terbakar lah $INCO muuuhhhhhh"
"$INCO koreksi-nya keras jg🧐

ada apa ini?

$MBMA $NCKL dkk..","turunin dulu wak, biar bisa haka aku"
"Tambang Nickel dan Hilirisasinya untuk menjadi bagian dari Ekosistem industri EV dunia, kenyataan atau msh mimpi sih?",bukan mimpi..tapi mengigau
$INCO jir lah ketinggalan pembukaan,"menurun lagi ini, harga nickel makin turun"
$INCO jir lah ketinggalan pembukaan, turun aja lagi gapapa... mau nadah
$INCO jir lah ketinggalan pembukaan,kenapa om kok pengen beli $INCO ??
"Update portofolio ytd per tanggal 07 Juni 2024

Summary 1 bulan: Jual emiten komoditas $INCO, terima deviden dari $ASII & $TLKM, average down perbankan $BBNI dll, beli emiten komoditas (rahasia 😁)

Posisi cash: sekitar 25%

Mulai rebound, tetapi berharap agar bearish kembali biar bisa average down lebih banyak", avd tuh kak tlkm
"Update portofolio ytd per tanggal 07 Juni 2024

Summary 1 bulan: Jual emiten komoditas $INCO, terima deviden dari $ASII & $TLKM, average down perbankan $BBNI dll, beli emiten komoditas (rahasia 😁)

Posisi cash: sekitar 25%

Mulai rebound, tetapi berharap agar bearish kembali biar bisa average down lebih banyak",udah hijau bang 🥺
"Update portofolio ytd per tanggal 07 Juni 2024

Summary 1 bulan: Jual emiten komoditas $INCO, terima deviden dari $ASII & $TLKM, average down perbankan $BBNI dll, beli emiten komoditas (rahasia 😁)

Posisi cash: sekitar 25%

Mulai rebound, tetapi berharap agar bearish kembali biar bisa average down lebih banyak",mantap kak😁 btw dananya banyak itu tabungan apa pakai dana talangan Stockbit kak
"Update portofolio ytd per tanggal 07 Juni 2024

Summary 1 bulan: Jual emiten komoditas $INCO, terima deviden dari $ASII & $TLKM, average down perbankan $BBNI dll, beli emiten komoditas (rahasia 😁)

Posisi cash: sekitar 25%

Mulai rebound, tetapi berharap agar bearish kembali biar bisa average down lebih banyak",dana sendiri om untungnya 😇
"Update portofolio ytd per tanggal 07 Juni 2024

Summary 1 bulan: Jual emiten komoditas $INCO, terima deviden dari $ASII & $TLKM, average down perbankan $BBNI dll, beli emiten komoditas (rahasia 😁)

Posisi cash: sekitar 25%

Mulai rebound, tetapi berharap agar bearish kembali biar bisa average down lebih banyak", total realisasi nya sama dengan total equity saya😭
"$INCO RUPST hati senin tgl 10 Juni 2024,
Semoga deviden dengan DPR 100% seperti ANTM. Aminnn. 426 per lembar.
Berkah 😇",inco punya cash bwrapa om ??
"$INCO LQ 1 2024 disimpan lama banget bahkan sudah mendekati jadwal rups, jgn jgn sama kek $MDKA di simpan lama ada indikasi rungkad? hehe $IHSG", dgn harga tiba tiba anjlok begini sepertinya sudah ada yg tahu terlebih dahulu Q1 heheh $INCO tapi semoga Q1 baik jadi bisa masuk $IHSG
"$INCO LQ 1 2024 disimpan lama banget bahkan sudah mendekati jadwal rups, jgn jgn sama kek $MDKA di simpan lama ada indikasi rungkad? hehe $IHSG","Lagi diaudit om, soalnya mau divestasi saham ada pengendali baru jadi LK terbaru harus diaudit sedetail mungkin. Lagian kan udah diumumin tuh di keterbukaan informasi 2 bulan lalu"
"hari ini sy berhasil cuan dr Margin yg kemarin...

$INCO 4450 ke 4520
+1,57%

$MBMA 585 ke 600
+2,5%

$PGAS 1580 ke 1605
+1,58%


🎲🤡🚀

jgn Euforia, cukup konsisten, sabar aja..
",Pake Margin belinya bang?
"hari ini sy berhasil cuan dr Margin yg kemarin...

$INCO 4450 ke 4520
+1,57%

$MBMA 585 ke 600
+2,5%

$PGAS 1580 ke 1605
+1,58%


🎲🤡🚀

jgn Euforia, cukup konsisten, sabar aja..
",$MBMA buyback lagi om?
"hari ini sy berhasil cuan dr Margin yg kemarin...

$INCO 4450 ke 4520
+1,57%

$MBMA 585 ke 600
+2,5%

$PGAS 1580 ke 1605
+1,58%


🎲🤡🚀

jgn Euforia, cukup konsisten, sabar aja..
", $INCO sdh lama nggak ngelirik saham ini sejak diambil alih
Apa benar besok cumdate right issue nya $INCO ? Ada yang tau harga tebusnya berapa?,"3050 kyknya, itu udh ada post baru"
Apa benar besok cumdate right issue nya $INCO ? Ada yang tau harga tebusnya berapa?, emang pembagian dividen inco kpn bro? @ImamC
Apa benar besok cumdate right issue nya $INCO ? Ada yang tau harga tebusnya berapa?,ada yg tau ga kalo kita jual right/warrant itu pajaknya gmn ?
Apa benar besok cumdate right issue nya $INCO ? Ada yang tau harga tebusnya berapa?,pusing bgt sama inco mending CL atau hold aja ya????
Apa benar besok cumdate right issue nya $INCO ? Ada yang tau harga tebusnya berapa?, @GamesXD nitip sendal
"$INCO nyangkut lg, mantap👍","letoi ini saham,,,,abang ku,,,"
"$INCO nyangkut lg, mantap👍", minus brp om? w udh -10.4%
"$INCO nyangkut lg, mantap👍"," -3%, hajar pucuk ya"
"$INCO nyangkut lg, mantap👍","average 4.839 om denger berita divestasi, dividend eh malah Gini nasib nya aduhh 😭 pengen CL tpi sayang perusahaan bagus jg"
"$INCO nyangkut lg, mantap👍",iya paling nunggu agak lama dikit
$INCO ada yg tau kabar rups inco ?? bocoran dividen pls,dividen 1000
$INCO mau dibw ke palung mariana kah?,letoi ini barang…
$INCO mau dibw ke palung mariana kah?,apa ada kemungkinan naik lagi..sdh turun banyak soalnya?
"$INCO gini nih klo udah dipegang pemerintah, bukannya bagi dividen malah suruh tambah modal.. 😪😪😓🇮🇩"," terus buat apa Saldo Kas $INCO 10 Triliun lebih itu?
bukannya dibagi ke shareholder malah minta duit.

Duh ngeri skrg gcg nya diragukan"
"$INCO gini nih klo udah dipegang pemerintah, bukannya bagi dividen malah suruh tambah modal.. 😪😪😓🇮🇩",Right issue itu hanya jalan pemerintah jadi mayoritas $INCO. Yg wajib nambah modal cuma pemerintah. Investor lain tidak wajib.
"$INCO gini nih klo udah dipegang pemerintah, bukannya bagi dividen malah suruh tambah modal.. 😪😪😓🇮🇩"," Tp hrgnya bakal di bw turun om, mau ga mau jd tebus ri buat avg down"
